Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.204
Cabeza puntual retorno,Cu 324.75,1.133
Celda #(F1+F2),Cu 324.75,1.265
Puntual Noroeste,Cu 324.75,1.390
Tubo 3,Cu 324.75,3.433
Comp. Cola Columna,Cu 324.75,1.110
Barren,Cu 324.75,1.127
Celda # 11-A,Cu 324.75,0.205
Celda # 11-B,Cu 324.75,0.060
Celda # 11-C,Cu 324.75,0.237
Celda #5-9,Cu 324.75,0.380
NE Tubo 1,Cu 324.75,0.043
NE Tubo 2,Cu 324.75,0.378
NE Tubo 4,Cu 324.75,0.940
NE Tubo 5,Cu 324.75,0.067
NE Tubo 6,Cu 324.75,0.158
NE Tubo 7,Cu 324.75,0.754
Barren Patios,Cu 324.75,1.094
Especial 1,Cu 324.75,0.070
Especial 2,Cu 324.75,0.054
Especial 3,Cu 324.75,1.125
Especial 4,Cu 324.75,1.549
Especial 5,Cu 324.75,0.105
Columna #1,Cu 324.75,1.080
Columna #2,Cu 324.75,1.083
Columna #3,Cu 324.75,1.100
Columna #4,Cu 324.75,1.085
Columna #5,Cu 324.75,1.090
