Analyst,Judas,,,,
Date Started,03/07/2023,,,,
Worksheet,LC000625_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
03/07/2023,03:26:00 a. m.,PATRON,0.907,,mg/L
29/08/2023,03:27:00 a. m.,BLANCO,0.009,,mg/L
29/08/2023,03:28:00 a. m.,REAGENT BLANK,0.019,,mg/L
29/08/2023,03:29:00 a. m.,LC000625-001,0.058812061,,mg/L
29/08/2023,03:30:00 a. m.,LC000625-002,0.126471162,,mg/L
29/08/2023,03:31:00 a. m.,LC000625-003,0.010972933,,mg/L
29/08/2023,03:32:00 a. m.,LC000625-004,0.013011025,,mg/L
29/08/2023,03:33:00 a. m.,LC000625-005,0.008311999,,mg/L
29/08/2023,03:34:00 a. m.,LC000625-006,0.007789745,,mg/L
29/08/2023,03:35:00 a. m.,PATRON,0.889,,mg/L
29/08/2023,03:36:00 a. m.,LC000625-007,0.009561209,,mg/L
29/08/2023,03:37:00 a. m.,LC000625-008,0.021404248,,mg/L
29/08/2023,03:38:00 a. m.,LC000625-009,0.019690952,,mg/L
29/08/2023,03:39:00 a. m.,LC000625-010,0.01391856,,mg/L
29/08/2023,03:40:00 a. m.,LC000625-011,0.015229578,,mg/L
29/08/2023,03:41:00 a. m.,LC000625-012,0.065187747,,mg/L
29/08/2023,03:42:00 a. m.,PATRON,0.91,,mg/L
29/08/2023,03:43:00 a. m.,LC000625-013,0.217660073,,mg/L
29/08/2023,03:44:00 a. m.,LC000625-014,1.309879268,,mg/L
29/08/2023,03:45:00 a. m.,LC000625-015,0.832511019,,mg/L
29/08/2023,03:46:00 a. m.,LC000625-016,0.312955841,,mg/L
29/08/2023,03:47:00 a. m.,LC000625-017,0.721782178,,mg/L
29/08/2023,03:48:00 a. m.,LC000625-018,0.688323264,,mg/L
29/08/2023,03:49:00 a. m.,PATRON,0.882,,mg/L
29/08/2023,03:50:00 a. m.,LC000625-019,0.789001012,,mg/L
29/08/2023,03:51:00 a. m.,LC000625-020,0.534388275,,mg/L
29/08/2023,03:52:00 a. m.,LC000625-021,0.016536965,,mg/L
29/08/2023,03:53:00 a. m.,LC000625-022,1.75348496,,mg/L
29/08/2023,03:54:00 a. m.,LC000625-023,0.907608876,,mg/L
29/08/2023,03:55:00 a. m.,LC000625-024,0.543467328,,mg/L
29/08/2023,03:56:00 a. m.,PATRON,0.892,,mg/L
29/08/2023,03:57:00 a. m.,BLANCO,,,mg/L
,,,,,
Method: Au ALTA (Flame),,,,,
