Sample ID,Analyte Name,Reported Conc (Samp)
ESCORIA SACO 1,Fe,41.02
ESCORIA SACO 2,Fe,46.98
ESCORIA SACO 1,Cd,0.148
ESCORIA SACO 2,Cd,0.11
ESCORIA SACO 1,Pb,2.337
ESCORIA SACO 2,Pb,3.435
ESCORIA SACO 1,Cu,3.258
ESCORIA SACO 2,Cu,2.873
ESCORIA SACO 1,Zn,134
ESCORIA SACO 2,Zn,157.3
