Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.392
Comp. Cola Columna,Ag 328.07,0.132
Barren,Ag 328.07,0.245
Cabeza puntual retorno,Ag 328.07,0.364
Columna #1,Ag 328.07,0.294
Columna #2,Ag 328.07,0.256
Columna #3,Ag 328.07,0.205
Columna #4,Ag 328.07,0.152
Columna #5,Ag 328.07,0.105
Celda # 11-A,Ag 328.07,0.037
Celda # 11-B,Ag 328.07,0.033
Celda # 11-C,Ag 328.07,0.3
Celda #5-9,Ag 328.07,1.938
Celda #(F1+F2),Ag 328.07,0.279
NE Tubo 1,Ag 328.07,0.03
NE Tubo 2,Ag 328.07,0.37
NE Tubo 4,Ag 328.07,0.104
NE Tubo 5,Ag 328.07,0.127
NE Tubo 6,Ag 328.07,0.037
NE Tubo 7,Ag 328.07,0.114
Puntual Noroeste,Ag 328.07,0.128
Barren Patios,Ag 328.07,0.105
Tubo 3,Ag 328.07,0.126
Especial 1,Ag 328.07,1.996
Especial 2,Ag 328.07,2.919
Especial 3,Ag 328.07,0.106
Especial 4,Ag 328.07,0.06
Especial 5,Ag 328.07,1.712
Barren 2,Ag 328.07,0.338
