Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.896
Comp. Cola Columna,Cu 324.75,2.094
Barren,Cu 324.75,2.13
Cabeza puntual retorno,Cu 324.75,1.908
Columna #1,Cu 324.75,1.884
Columna #2,Cu 324.75,1.929
Columna #3,Cu 324.75,2.043
Columna #4,Cu 324.75,2.035
Columna #5,Cu 324.75,2.05
Celda # 11-A,Cu 324.75,10.43
Celda # 11-B,Cu 324.75,0.184
Celda # 11-C,Cu 324.75,0.126
Celda #5-9,Cu 324.75,0.046
Celda #(F1+F2),Cu 324.75,1.431
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.243
NE Tubo 4,Cu 324.75,0.225
NE Tubo 5,Cu 324.75,0.132
NE Tubo 6,Cu 324.75,0.16
NE Tubo 7,Cu 324.75,0.154
Puntual Noroeste,Cu 324.75,1.717
Barren Patios,Cu 324.75,2.291
Tubo 3,Cu 324.75,5.543
Especial 1,Cu 324.75,0.391
Especial 2,Cu 324.75,0.052
Especial 3,Cu 324.75,3.888
Especial 4,Cu 324.75,7.04
Especial 5,Cu 324.75,0.114
Especial 6,Cu 324.75,0.057
