Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.09
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.093
Columna #1,Au 242.80,0.086
Columna #2,Au 242.80,0.064
Columna #3,Au 242.80,0.046
Columna #4,Au 242.80,0.021
Columna #5,Au 242.80,0.014
Celda # 11-A,Au 242.80,0.022
Celda # 11-B,Au 242.80,0.025
Celda # 11-C,Au 242.80,0.203
Celda #5-9,Au 242.80,0.108
Celda #(F1+F2),Au 242.80,0.097
NE Tubo 1,Au 242.80,0.217
NE Tubo 2,Au 242.80,0.132
NE Tubo 4,Au 242.80,0.015
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.031
NE Tubo 7,Au 242.80,0.041
Puntual Noroeste,Au 242.80,0.088
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.101
Especial 1,Au 242.80,0.09
Especial 2,Au 242.80,0.093
Especial 3,Au 242.80,0.008
Especial 4,Au 242.80,0.004
Especial 5,Au 242.80,0.053
