Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.165
Barren,Au 242.80,0.005
Cabeza puntual retorno,Au 242.80,0.017
Comp. Cabeza Columna,Au 242.80,0.164
Celda # 11-A,Au 242.80,0.104
Celda # 11-B,Au 242.80,0.041
Celda # 11-C,Au 242.80,0.016
Celda #5-9,Au 242.80,0.042
Celda #(F1+F2),Au 242.80,0.165
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.162
NE Tubo 4,Au 242.80,0.234
NE Tubo 5,Au 242.80,0.27
NE Tubo 6,Au 242.80,0.225
NE Tubo 7,Au 242.80,0.079
Puntual Noroeste,Au 242.80,0.168
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.095
Especial 1,Au 242.80,0.039
Especial 2,Au 242.80,0.054
Especial 3,Au 242.80,0.036
Especial 4,Au 242.80,0.026
Especial 5,Au 242.80,0.049
Columna #1,Au 242.80,0.114
Columna #2,Au 242.80,0.069
Columna #3,Au 242.80,0.048
Columna #4,Au 242.80,0.029
Columna #5,Au 242.80,0.021
