Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.806
Cabeza puntual retorno,Cu 324.75,0.706
Celda #(F1+F2),Cu 324.75,0.585
Puntual Noroeste,Cu 324.75,0.566
Tubo 3,Cu 324.75,0.811
Comp. Cola Columna,Cu 324.75,0.742
Barren,Cu 324.75,0.941
Celda # 11-A,Cu 324.75,0.164
Celda # 11-B,Cu 324.75,0.925
Celda # 11-C,Cu 324.75,0.492
Celda #5-9,Cu 324.75,5.022
NE Tubo 1,Cu 324.75,0.334
NE Tubo 2,Cu 324.75,0.138
NE Tubo 4,Cu 324.75,0.184
NE Tubo 5,Cu 324.75,0.109
NE Tubo 6,Cu 324.75,0.125
NE Tubo 7,Cu 324.75,1.469
Barren Patios,Cu 324.75,0.988
Especial 1,Cu 324.75,0.601
Especial 2,Cu 324.75,0.629
Especial 3,Cu 324.75,0.193
Especial 4,Cu 324.75,0.158
Especial 5,Cu 324.75,0.163
Columna #1,Cu 324.75,0.655
Columna #2,Cu 324.75,0.656
Columna #3,Cu 324.75,0.656
Columna #4,Cu 324.75,0.656
Columna #5,Cu 324.75,0.671
