Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.088
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.089
Columna #1,Au 242.80,0.067
Columna #2,Au 242.80,0.041
Columna #3,Au 242.80,0.032
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.061
Celda # 11-B,Au 242.80,0.029
Celda # 11-C,Au 242.80,0.019
Celda #5-9,Au 242.80,0.06
Celda #(F1+F2),Au 242.80,0.051
NE Tubo 1,Au 242.80,0.011
NE Tubo 2,Au 242.80,0.035
NE Tubo 4,Au 242.80,0.051
NE Tubo 5,Au 242.80,0.039
NE Tubo 6,Au 242.80,0.165
NE Tubo 7,Au 242.80,0.055
Puntual Noroeste,Au 242.80,0.061
Barren Patios,Au 242.80,0.007
Tubo 3,Au 242.80,0.072
Especial 1,Au 242.80,0.261
Especial 2,Au 242.80,0.303
Especial 3,Au 242.80,0.042
Especial 4,Au 242.80,0.062
Especial 5,Au 242.80,0.23
