Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.146
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.143
Celda # 11-A,Au 242.80,0.021
Celda # 11-B,Au 242.80,0.006
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.085
Celda #(F1+F2),Au 242.80,0.163
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.087
NE Tubo 4,Au 242.80,0.095
NE Tubo 5,Au 242.80,0.237
NE Tubo 6,Au 242.80,0.093
NE Tubo 7,Au 242.80,0.255
Puntual Noroeste,Au 242.80,0.159
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.157
Especial 1,Au 242.80,0.036
Especial 2,Au 242.80,0.054
Especial 3,Au 242.80,0.031
Especial 4,Au 242.80,0.068
Especial 5,Au 242.80,0.06
Especial 6,Au 242.80,0.003
Pileta Patio,Au 242.80,0.139
