Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.162
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.16
Columna #1,Au 242.80,0.109
Columna #2,Au 242.80,0.068
Columna #3,Au 242.80,0.044
Columna #4,Au 242.80,0.028
Columna #5,Au 242.80,0.009
Celda # 11-A,Au 242.80,0.013
Celda # 11-B,Au 242.80,0.196
Celda # 11-C,Au 242.80,0.105
Celda #5-9,Au 242.80,0.011
Celda #(F1+F2),Au 242.80,0.166
NE Tubo 1,Au 242.80,0.153
NE Tubo 2,Au 242.80,0.092
NE Tubo 4,Au 242.80,0.221
NE Tubo 5,Au 242.80,0.225
NE Tubo 6,Au 242.80,0.09
NE Tubo 7,Au 242.80,0.154
Puntual Noroeste,Au 242.80,0.167
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.173
Especial 1,Au 242.80,0.053
Especial 2,Au 242.80,0.029
Especial 3,Au 242.80,0.025
Especial 4,Au 242.80,0.02
Especial 5,Au 242.80,0.023
