Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.429
Cabeza puntual retorno,Cu 324.75,0.353
Celda #(F1+F2),Cu 324.75,0.354
Puntual Noroeste,Cu 324.75,0.358
Tubo 3,Cu 324.75,1.105
NE Tubo 2,Cu 324.75,0.046
NE Tubo 4,Cu 324.75,0.118
Especial 1,Cu 324.75,0.03
Especial 2,Cu 324.75,0.018
Especial 3,Cu 324.75,0.243
Especial 4,Cu 324.75,0.278
Especial 5,Cu 324.75,0.053
Comp. Cola Columna,Cu 324.75,0.41
Barren,Cu 324.75,0.487
Barren Patios,Cu 324.75,0.339
NE Tubo 1,Cu 324.75,0.034
NE Tubo 5,Cu 324.75,0.058
NE Tubo 6,Cu 324.75,0.038
NE Tubo 7,Cu 324.75,0.44
Celda # 11-A,Cu 324.75,0.159
Celda # 11-B,Cu 324.75,0.072
Celda # 11-C,Cu 324.75,0.119
Celda # 6-F2,Cu 324.75,0.886
Celda #5-9,Cu 324.75,0.23
