Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.823
Comp. Cola Columna,Cu 324.75,1.259
Barren,Cu 324.75,1.465
Cabeza puntual retorno,Cu 324.75,1.739
Celda # 11-A,Cu 324.75,0.406
Celda # 11-B,Cu 324.75,0.264
Celda # 11-C,Cu 324.75,0.086
Celda # 6-F2,Cu 324.75,5.960
Celda #5-9,Cu 324.75,3.508
Celda #(F1+F2),Cu 324.75,1.920
NE Tubo 1,Cu 324.75,0.045
NE Tubo 2,Cu 324.75,0.022
NE Tubo 4,Cu 324.75,0.127
NE Tubo 5,Cu 324.75,0.036
NE Tubo 6,Cu 324.75,0.308
NE Tubo 7,Cu 324.75,3.680
Puntual Noroeste,Cu 324.75,1.968
Barren Patios,Cu 324.75,1.474
Tubo 3,Cu 324.75,3.844
Especial 1,Cu 324.75,2.625
Especial 2,Cu 324.75,0.250
Especial 3,Cu 324.75,0.184
Especial 4,Cu 324.75,0.448
Especial 5,Cu 324.75,0.910
Especial 6,Cu 324.75,0.045
