Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.342
Comp. Cola Columna,Cu 324.75,0.336
Barren,Cu 324.75,0.267
Cabeza puntual retorno,Cu 324.75,0.343
Celda # 11-A,Cu 324.75,0.112
Celda # 11-B,Cu 324.75,0.069
Celda # 11-C,Cu 324.75,0.078
Celda #5-9,Cu 324.75,0.937
Celda #(F1+F2),Cu 324.75,0.389
NE Tubo 1,Cu 324.75,0.039
NE Tubo 2,Cu 324.75,0.061
NE Tubo 4,Cu 324.75,0.027
NE Tubo 5,Cu 324.75,0.048
NE Tubo 6,Cu 324.75,0.057
NE Tubo 7,Cu 324.75,0.056
Puntual Noroeste,Cu 324.75,0.423
Barren Patios,Cu 324.75,0.31
Tubo 3,Cu 324.75,1.413
Especial 1,Cu 324.75,0.05
Especial 2,Cu 324.75,0.035
Especial 3,Cu 324.75,0.091
Especial 4,Cu 324.75,1.597
Especial 5,Cu 324.75,0.078
Especial 6,Cu 324.75,0.032
Columna #1,Cu 324.75,0.318
Columna #2,Cu 324.75,0.305
Columna #3,Cu 324.75,0.328
Columna #4,Cu 324.75,0.325
Columna #5,Cu 324.75,0.346
