Sample ID,Analyte Name,Reported Conc (Samp)
LC-014,Cu ,40.23
LC-015,Cu ,9.911
LC-016,Cu ,10.34
LC-014,Fe,0.015
LC-015,Fe,0.015
LC-016,Fe,0.011
