Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.099
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.097
Celda # 11-A,Au 242.80,0.051
Celda # 11-B,Au 242.80,0.040
Celda # 11-C,Au 242.80,0.088
Celda # 6-F2,Au 242.80,0.029
Celda #5-9,Au 242.80,0.040
Celda #(F1+F2),Au 242.80,0.105
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.051
NE Tubo 4,Au 242.80,0.082
NE Tubo 5,Au 242.80,0.016
NE Tubo 6,Au 242.80,0.034
NE Tubo 7,Au 242.80,0.044
Puntual Noroeste,Au 242.80,0.102
Barren Patios,Au 242.80,0.017
Tubo 3,Au 242.80,0.141
Especial 1,Au 242.80,0.104
Especial 2,Au 242.80,0.068
Especial 3,Au 242.80,0.028
Especial 4,Au 242.80,0.017
Especial 5,Au 242.80,0.050
