Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.079
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.007
Cabeza puntual retorno,Au 242.80,0.079
Celda # 11-A,Au 242.80,0.023
Celda # 11-B,Au 242.80,0.014
Celda # 11-C,Au 242.80,0.214
Celda # 6-F2,Au 242.80,0.018
Celda #5-9,Au 242.80,0.178
Celda #(F1+F2),Au 242.80,0.067
NE Tubo 1,Au 242.80,0.222
NE Tubo 2,Au 242.80,0.094
NE Tubo 4,Au 242.80,0.029
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.039
NE Tubo 7,Au 242.80,0.022
Puntual Noroeste,Au 242.80,0.072
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.073
Especial 1,Au 242.80,0.112
Especial 2,Au 242.80,0.112
Especial 3,Au 242.80,0.004
Especial 4,Au 242.80,0.006
Especial 5,Au 242.80,0.101
