Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.119
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.019
Cabeza puntual retorno,Au 242.80,0.119
Celda # 11-A,Au 242.80,0.021
Celda # 11-B,Au 242.80,0.007
Celda # 11-C,Au 242.80,0.016
Celda # 6-F2,Au 242.80,0.02
Celda #5-9,Au 242.80,0.059
Celda #(F1+F2),Au 242.80,0.128
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.067
NE Tubo 4,Au 242.80,0.164
NE Tubo 5,Au 242.80,0.166
NE Tubo 6,Au 242.80,0.058
NE Tubo 7,Au 242.80,0.147
Puntual Noroeste,Au 242.80,0.13
Barren Patios,Au 242.80,0.019
Tubo 3,Au 242.80,0.131
Especial 1,Au 242.80,0.064
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.017
Especial 4,Au 242.80,0.039
Especial 5,Au 242.80,0.069
Especial 6,Au 242.80,0.015
Pileta Patio,Au 242.80,0.152
