Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.478
Comp. Cola Columna,Ag 328.07,0.232
Barren,Ag 328.07,0.211
Cabeza puntual retorno,Ag 328.07,0.466
Columna #1,Ag 328.07,0.409
Columna #2,Ag 328.07,0.346
Columna #3,Ag 328.07,0.306
Columna #4,Ag 328.07,0.277
Columna #5,Ag 328.07,0.201
Celda # 11-A,Ag 328.07,0.032
Celda # 11-B,Ag 328.07,0.17
Celda # 11-C,Ag 328.07,0.03
Celda #5-9,Ag 328.07,0.059
Celda #(F1+F2),Ag 328.07,0.481
NE Tubo 1,Ag 328.07,2.68
NE Tubo 2,Ag 328.07,0.327
NE Tubo 4,Ag 328.07,0.043
NE Tubo 5,Ag 328.07,0.05
NE Tubo 6,Ag 328.07,0.026
NE Tubo 7,Ag 328.07,0.109
Puntual Noroeste,Ag 328.07,0.157
Barren Patios,Ag 328.07,0.207
Tubo 3,Ag 328.07,0.037
Especial 1,Ag 328.07,0.318
Especial 2,Ag 328.07,0.051
Especial 3,Ag 328.07,0.041
Especial 4,Ag 328.07,0.034
Especial 5,Ag 328.07,0.29
