Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.274
Cabeza puntual retorno,Cu 324.75,0.27
Celda #(F1+F2),Cu 324.75,0.139
Puntual Noroeste,Cu 324.75,0.125
Tubo 3,Cu 324.75,0.114
NE Tubo 2,Cu 324.75,0.51
NE Tubo 4,Cu 324.75,0.066
Especial 1,Cu 324.75,0.053
Especial 2,Cu 324.75,0.089
Especial 3,Cu 324.75,0.091
Especial 4,Cu 324.75,0.087
Especial 5,Cu 324.75,3.813
Columna #1,Cu 324.75,0.266
Columna #2,Cu 324.75,0.262
Columna #3,Cu 324.75,0.282
Columna #4,Cu 324.75,0.268
Columna #5,Cu 324.75,0.263
Comp. Cola Columna,Cu 324.75,0.289
Barren,Cu 324.75,0.287
Barren Patios,Cu 324.75,0.278
NE Tubo 1,Cu 324.75,0.04
NE Tubo 5,Cu 324.75,0.042
NE Tubo 6,Cu 324.75,0.046
NE Tubo 7,Cu 324.75,0.144
Celda # 11-A,Cu 324.75,0.155
Celda # 11-B,Cu 324.75,1.041
Celda # 11-C,Cu 324.75,0.957
Celda #5-9,Cu 324.75,0.146
