Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.435
Comp. Cola Columna,Cu 324.75,0.424
Barren,Cu 324.75,0.51
Cabeza puntual retorno,Cu 324.75,0.43
Celda # 11-A,Cu 324.75,0.278
Celda # 11-B,Cu 324.75,0.11
Celda # 11-C,Cu 324.75,0.083
Celda #5-9,Cu 324.75,0.059
Celda #(F1+F2),Cu 324.75,0.412
NE Tubo 1,Cu 324.75,0.071
NE Tubo 2,Cu 324.75,0.239
NE Tubo 4,Cu 324.75,0.14
NE Tubo 5,Cu 324.75,0.161
NE Tubo 6,Cu 324.75,0.19
NE Tubo 7,Cu 324.75,0.377
Puntual Noroeste,Cu 324.75,0.424
Barren Patios,Cu 324.75,0.483
Tubo 3,Cu 324.75,0.885
Especial 1,Cu 324.75,0.15
Especial 2,Cu 324.75,0.109
Especial 3,Cu 324.75,0.37
Especial 4,Cu 324.75,0.784
Especial 5,Cu 324.75,0.149
Columna #1,Cu 324.75,0.431
Columna #2,Cu 324.75,0.376
Columna #3,Cu 324.75,0.404
Columna #4,Cu 324.75,0.379
Columna #5,Cu 324.75,0.339
