"Analyst",""
"Date Started","5/26/2023 2:33 PM  GMT: 5/26/2023 9:33 PM"
"Worksheet","LC000331-RE_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/26/2023","2:40:10 PM","PATRON",0.8987,"","mg/L"
"5/26/2023","2:40:34 PM","BLANCO",-0.0125,"","mg/L"
"5/26/2023","2:40:50 PM","REAGENT BLANK",0.0000,"","mg/L"
"5/26/2023","2:41:04 PM","LC000327-005",0.0078,"","mg/L"
"5/26/2023","2:41:26 PM","LC000327-006",0.1582,"","mg/L"
"5/26/2023","2:41:48 PM","LC000327-008",0.0163,"","mg/L"
"5/26/2023","2:42:06 PM","LC000327-010",0.4406,"","mg/L"
"5/26/2023","2:42:22 PM","PATRON",0.9197,"","mg/L"
"5/26/2023","2:42:22 PM","BLANCO","","","mg/L"

"Method: Au ALTA (Flame)"

