Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.421
Cabeza puntual retorno,Cu 324.75,0.36
Celda #(F1+F2),Cu 324.75,0.378
Puntual Noroeste,Cu 324.75,0.222
Tubo 3,Cu 324.75,0.463
NE Tubo 2,Cu 324.75,0.079
NE Tubo 4,Cu 324.75,0.039
Especial 1,Cu 324.75,0.045
Especial 2,Cu 324.75,0.045
Especial 3,Cu 324.75,0.082
Especial 4,Cu 324.75,0.09
Especial 5,Cu 324.75,0.197
Columna #1,Cu 324.75,0.319
Columna #2,Cu 324.75,0.343
Columna #3,Cu 324.75,0.367
Columna #4,Cu 324.75,0.377
Columna #5,Cu 324.75,0.392
Comp. Cola Columna,Cu 324.75,0.494
Barren,Cu 324.75,0.461
Barren Patios,Cu 324.75,0.467
NE Tubo 1,Cu 324.75,0.04
NE Tubo 5,Cu 324.75,0.039
NE Tubo 6,Cu 324.75,0.041
NE Tubo 7,Cu 324.75,0.142
Celda # 11-A,Cu 324.75,0.092
Celda # 11-B,Cu 324.75,0.084
Celda # 11-C,Cu 324.75,0.092
Celda #5-9,Cu 324.75,0.554
