Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.098
Cabeza puntual retorno,Au 242.80,0.100
Celda #(F1+F2),Au 242.80,0.100
Puntual Noroeste,Au 242.80,0.087
Tubo 3,Au 242.80,0.052
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.006
Celda # 11-A,Au 242.80,0.005
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.043
NE Tubo 1,Au 242.80,0.024
NE Tubo 2,Au 242.80,0.186
NE Tubo 4,Au 242.80,0.083
NE Tubo 5,Au 242.80,0.069
NE Tubo 6,Au 242.80,0.024
NE Tubo 7,Au 242.80,0.030
Especial 1,Au 242.80,0.060
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.009
Especial 5,Au 242.80,0.042
Columna #1,Au 242.80,0.064
Columna #2,Au 242.80,0.044
Columna #3,Au 242.80,0.028
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.006
