Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.34
Comp. Cola Columna,Cu 324.75,2.222
Barren,Cu 324.75,2.615
Cabeza puntual retorno,Cu 324.75,2.27
Celda # 11-A,Cu 324.75,4.365
Celda # 11-B,Cu 324.75,25.5
Celda # 11-C,Cu 324.75,17.93
Celda # 6-F2,Cu 324.75,0.348
Celda #5-9,Cu 324.75,0.066
Celda #(F1+F2),Cu 324.75,0.754
NE Tubo 1,Cu 324.75,10.84
NE Tubo 2,Cu 324.75,0.53
NE Tubo 4,Cu 324.75,0.681
NE Tubo 5,Cu 324.75,0.138
NE Tubo 6,Cu 324.75,0.283
NE Tubo 7,Cu 324.75,0.88
Puntual Noroeste,Cu 324.75,0.575
Barren Patios,Cu 324.75,1.713
Tubo 3,Cu 324.75,0.68
Especial 1,Cu 324.75,0.074
Especial 2,Cu 324.75,0.057
Especial 3,Cu 324.75,0.084
Especial 4,Cu 324.75,0.089
Especial 5,Cu 324.75,0.064
Especial 6,Cu 324.75,0.047
