Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.702
Comp. Cola Columna,Cu 324.75,0.676
Barren,Cu 324.75,0.768
Cabeza puntual retorno,Cu 324.75,0.682
Celda # 11-A,Cu 324.75,0.208
Celda # 11-B,Cu 324.75,0.091
Celda # 11-C,Cu 324.75,0.070
Celda # 6-F2,Cu 324.75,0.053
Celda #5-9,Cu 324.75,0.604
Celda #(F1+F2),Cu 324.75,0.839
NE Tubo 1,Cu 324.75,0.071
NE Tubo 2,Cu 324.75,0.365
NE Tubo 4,Cu 324.75,0.065
NE Tubo 5,Cu 324.75,0.063
NE Tubo 6,Cu 324.75,0.075
NE Tubo 7,Cu 324.75,6.314
Puntual Noroeste,Cu 324.75,0.905
Barren Patios,Cu 324.75,0.711
Tubo 3,Cu 324.75,0.792
Especial 1,Cu 324.75,0.180
Especial 2,Cu 324.75,0.071
Especial 3,Cu 324.75,0.194
Especial 4,Cu 324.75,0.234
Especial 5,Cu 324.75,0.108
