Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.119
Comp. Cola Columna,Cu 324.75,2.137
Barren,Cu 324.75,2.084
Cabeza puntual retorno,Cu 324.75,1.865
Celda # 11-A,Cu 324.75,0.213
Celda # 11-B,Cu 324.75,0.096
Celda # 11-C,Cu 324.75,0.079
Celda # 6-F2,Cu 324.75,0.071
Celda #5-9,Cu 324.75,0.770
Celda #(F1+F2),Cu 324.75,2.365
NE Tubo 1,Cu 324.75,0.123
NE Tubo 2,Cu 324.75,0.518
NE Tubo 4,Cu 324.75,1.449
NE Tubo 5,Cu 324.75,0.471
NE Tubo 6,Cu 324.75,7.124
NE Tubo 7,Cu 324.75,1.328
Puntual Noroeste,Cu 324.75,2.398
Barren Patios,Cu 324.75,2.101
Tubo 3,Cu 324.75,2.088
Especial 1,Cu 324.75,0.191
Especial 2,Cu 324.75,0.115
Especial 3,Cu 324.75,0.196
Especial 4,Cu 324.75,0.435
Especial 5,Cu 324.75,0.172
Especial 6,Cu 324.75,0.119
