Analista,,,,,,,,,,
Fecha de inicio,20/02/2023 01:13 p. m.  GMT: 20/02/2023 07:13 p. m.,,,,,,,,,
Hoja de trabajo,SA000415_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5078,,mg/L,2.3,0.0171,-0.0005,0.0172,0.0175,0.0167
,BLANCO,-0.0018,,mg/L,>100,-0.0001,0.0002,0.0001,-0.0002,-0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0005,0.0003,0,-0.0001
,SA000415-001,0.1437,,mg/L,2.2,0.0139,0.0001,0.014,0.0141,0.0135
,SA000415-002,0.0843,,mg/L,3.4,0.0081,0.0004,0.0083,0.0083,0.0078
,SA000415-003,0.1452,,mg/L,1.9,0.014,0.0005,0.0137,0.0141,0.0142
,SA000415-004,0.1467,,mg/L,1.9,0.0141,0.0003,0.0141,0.0144,0.0139
,SA000415-005,0.0075,,mg/L,41.1,0.0007,0.0002,0.001,0.0008,0.0004
,PATRON,0.5161,,mg/L,1.1,0.0174,-0.0002,0.0173,0.0176,0.0172
,SA000415-006,0.0037,,mg/L,40.2,0.0005,0.0002,0.0005,0.0008,0.0003
,SA000415-007,0.1562,,mg/L,1.4,0.0151,0.0002,0.0148,0.0152,0.0152
,SA000415-008,0.132,,mg/L,3.6,0.0127,0.0002,0.0122,0.0128,0.0132
,SA000415-009,0.6667,,mg/L,0.5,0.0641,0.0004,0.0643,0.0638,0.0643
,SA000415-010,0.5759,,mg/L,0.7,0.0554,0.0006,0.0552,0.0558,0.0552
,PATRON,0.5064,,mg/L,2.1,0.0171,0,0.0175,0.0169,0.0169
,BLANCO,0.0017,,mg/L,>100,0.0001,0.0003,0.0002,0.0003,-0.0004
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0006,-0.0002,0.0001,-0.0003
,SA000415-011,0.1323,,mg/L,1.8,0.0128,0.0004,0.013,0.0125,0.0128
,SA000415-012,0.1984,,mg/L,1.6,0.0191,0.0005,0.0192,0.0188,0.0193
,PATRON,0.5113,,mg/L,2,0.0172,0,0.0174,0.0175,0.0168
,BLANCO,0.0076,,mg/L,47.2,0.0003,0.0006,0.0002,0.0004,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0,0.0006,-0.0001,0.0003,0
