Sample ID,Analyte Name,Reported Conc (Samp)
SA-053,Cu,51.35
SA-054,Cu,56.06
SA-055,Cu,55.42
SA-056,Cu,50.78
SA-057,Cu,56.76
SA-053,Fe,0.187
SA-054,Fe,0.184
SA-055,Fe,0.18
SA-056,Fe,0.273
SA-057,Fe,0.415
SA-053,Cd,0.051
SA-054,Cd,0.058
SA-055,Cd,0.043
SA-056,Cd,0.029
SA-057,Cd,0.029
SA-053,Pb,0.044
SA-054,Pb,0.037
SA-055,Pb,0.053
SA-056,Pb,0.011
SA-057,Pb,0.051
