Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.719
Comp. Cola Columna,Cu 324.75,0.764
Barren,Cu 324.75,0.53
Cabeza puntual retorno,Cu 324.75,0.732
Celda # 11-A,Cu 324.75,0.047
Celda # 11-B,Cu 324.75,1.791
Celda # 11-C,Cu 324.75,0.023
Celda # 6-F2,Cu 324.75,0.17
Celda #5-9,Cu 324.75,0.011
Celda #(F1+F2),Cu 324.75,1.163
NE Tubo 1,Cu 324.75,0.326
NE Tubo 2,Cu 324.75,0.37
NE Tubo 4,Cu 324.75,0.38
NE Tubo 5,Cu 324.75,0.04
NE Tubo 6,Cu 324.75,0.019
NE Tubo 7,Cu 324.75,3.484
Puntual Noroeste,Cu 324.75,0.924
Barren Patios,Cu 324.75,0.491
Tubo 3,Cu 324.75,0.589
Especial 1,Cu 324.75,0.04
Especial 2,Cu 324.75,0.028
Especial 3,Cu 324.75,0.068
Especial 4,Cu 324.75,0.055
Especial 5,Cu 324.75,0.059
