Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.441
Comp. Cola Columna,Cu 324.75,0.462
Barren,Cu 324.75,0.473
Cabeza puntual retorno,Cu 324.75,0.452
Columna #1,Cu 324.75,1.5
Celda # 11-A,Cu 324.75,1.51
Celda # 11-B,Cu 324.75,0.427
Celda # 11-C,Cu 324.75,0.458
Celda #5-9,Cu 324.75,0.246
Celda #(F1+F2),Cu 324.75,0.388
NE Tubo 1,Cu 324.75,0.085
NE Tubo 2,Cu 324.75,0.235
NE Tubo 4,Cu 324.75,0.159
NE Tubo 5,Cu 324.75,0.196
NE Tubo 6,Cu 324.75,0.211
NE Tubo 7,Cu 324.75,1.638
Puntual Noroeste,Cu 324.75,0.4
Barren Patios,Cu 324.75,0.434
Tubo 3,Cu 324.75,0.391
Especial 1,Cu 324.75,1.084
Especial 2,Cu 324.75,0.422
Especial 3,Cu 324.75,0.127
Especial 4,Cu 324.75,0.171
Especial 5,Cu 324.75,0.39
Especial 6,Cu 324.75,1.123
Columna #1,Cu 324.75,0.506
Columna #3,Cu 324.75,0.458
Columna #4,Cu 324.75,0.478
Columna #5,Cu 324.75,0.434
