Sample ID,Analyte Name,Reported Conc (Samp)
60,Au 242.80,0.021
61,Au 242.80,0.018
62,Au 242.80,0.069
63,Au 242.80,0.049
COL. 1,Au 242.80,0.011
COL. 2,Au 242.80,0.022
COL. 3,Au 242.80,0.071
COL. 4,Au 242.80,0.068
COL. 5,Au 242.80,0.014
COL. 6,Au 242.80,0.019
375-1,Au 242.80,0.007
375-2,Au 242.80,0.017
375-3,Au 242.80,0.011
375-4,Au 242.80,0.017
VM 1,Au 242.80,0.007
VM 2,Au 242.80,0.008
VM 3,Au 242.80,0.01
VM 4,Au 242.80,0.018
VM 5,Au 242.80,0.01
VM 6,Au 242.80,0.001
VM 7,Au 242.80,0.01
VM 8,Au 242.80,0.026
VM 9,Au 242.80,0.011
