Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.913
Comp. Cola Columna,Cu 324.75,0.930
Barren,Cu 324.75,0.994
Cabeza puntual retorno,Cu 324.75,0.892
Celda # 11-A,Cu 324.75,0.183
Celda # 11-B,Cu 324.75,0.140
Celda # 11-C,Cu 324.75,0.705
Celda # 6-F2,Cu 324.75,0.131
Celda #5-9,Cu 324.75,0.132
Celda #(F1+F2),Cu 324.75,0.944
NE Tubo 1,Cu 324.75,0.126
NE Tubo 2,Cu 324.75,0.178
NE Tubo 4,Cu 324.75,1.349
NE Tubo 5,Cu 324.75,0.749
NE Tubo 6,Cu 324.75,0.173
NE Tubo 7,Cu 324.75,2.905
Puntual Noroeste,Cu 324.75,0.973
Barren Patios,Cu 324.75,0.937
Tubo 3,Cu 324.75,0.332
Especial 1,Cu 324.75,0.146
Especial 2,Cu 324.75,0.127
Especial 3,Cu 324.75,0.182
Especial 4,Cu 324.75,0.227
Especial 5,Cu 324.75,0.135
