Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.087
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.085
Celda # 11-A,Au 242.80,0.051
Celda # 11-B,Au 242.80,0.006
Celda # 11-C,Au 242.80,0.012
Celda # 6-F2,Au 242.80,0.019
Celda #5-9,Au 242.80,0.096
Celda #(F1+F2),Au 242.80,0.056
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.054
NE Tubo 4,Au 242.80,0.083
NE Tubo 5,Au 242.80,0.046
NE Tubo 6,Au 242.80,0.048
NE Tubo 7,Au 242.80,0.037
Puntual Noroeste,Au 242.80,0.066
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.053
Especial 1,Au 242.80,0.292
Especial 2,Au 242.80,0.316
Especial 3,Au 242.80,0.072
Especial 4,Au 242.80,0.139
Especial 5,Au 242.80,0.172
