Sample ID,Analyte Name,Reported Conc (Samp)
Cabeza puntual retorno,Cu 324.75,1.857
Comp. Cabeza Columna,Cu 324.75,1.770
Celda #(F1+F2),Cu 324.75,2.496
Puntual Noroeste,Cu 324.75,2.116
Tubo 3,Cu 324.75,4.256
Comp. Cola Columna,Cu 324.75,1.091
Barren,Cu 324.75,1.694
Celda # 11-A,Cu 324.75,0.086
Celda # 11-B,Cu 324.75,1.081
Celda # 11-C,Cu 324.75,0.089
Celda # 6-F2,Cu 324.75,1.971
Celda #5-9,Cu 324.75,0.043
NE Tubo 1,Cu 324.75,0.961
NE Tubo 2,Cu 324.75,0.171
NE Tubo 4,Cu 324.75,0.165
NE Tubo 5,Cu 324.75,0.015
NE Tubo 6,Cu 324.75,0.000
NE Tubo 7,Cu 324.75,4.147
Barren Patios,Cu 324.75,1.010
Especial 1,Cu 324.75,0.025
Especial 2,Cu 324.75,0.011
Especial 3,Cu 324.75,0.057
Especial 4,Cu 324.75,0.049
Especial 5,Cu 324.75,0.033
