Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,2.228
Columna #2,Cu 324.75,2.256
Columna #3,Cu 324.75,2.272
Columna #4,Cu 324.75,2.301
Columna #5,Cu 324.75,2.272
Comp. Cabeza Columna,Cu 324.75,2.083
Comp. Cola Columna,Cu 324.75,2.289
Barren,Cu 324.75,1.918
Cabeza puntual retorno,Cu 324.75,2.090
Celda # 11-A,Cu 324.75,0.155
Celda # 11-B,Cu 324.75,0.061
Celda # 11-C,Cu 324.75,2.351
Celda #5-9,Cu 324.75,0.103
Celda #(F1+F2),Cu 324.75,2.614
NE Tubo 1,Cu 324.75,0.031
NE Tubo 2,Cu 324.75,0.046
NE Tubo 4,Cu 324.75,2.229
NE Tubo 5,Cu 324.75,0.972
NE Tubo 6,Cu 324.75,0.087
NE Tubo 7,Cu 324.75,4.414
Puntual Noroeste,Cu 324.75,2.228
Barren Patios,Cu 324.75,1.548
Tubo 3,Cu 324.75,2.784
Especial 1,Cu 324.75,0.087
Especial 2,Cu 324.75,0.014
Especial 3,Cu 324.75,0.106
Especial 4,Cu 324.75,0.154
Especial 5,Cu 324.75,0.036
