Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.188
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.017
Cabeza puntual retorno,Au 242.80,0.186
Celda # 11-A,Au 242.80,0.124
Celda # 11-B,Au 242.80,0.265
Celda # 11-C,Au 242.80,0.168
Celda #5-9,Au 242.80,0.004
Celda #(F1+F2),Au 242.80,0.161
NE Tubo 1,Au 242.80,0.154
NE Tubo 2,Au 242.80,0.09
NE Tubo 4,Au 242.80,0.167
NE Tubo 5,Au 242.80,0.115
NE Tubo 6,Au 242.80,0.048
NE Tubo 7,Au 242.80,0.187
Puntual Noroeste,Au 242.80,0.157
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.205
Especial 1,Au 242.80,0.039
Especial 2,Au 242.80,0.022
Especial 3,Au 242.80,0.022
Especial 4,Au 242.80,0.013
Especial 5,Au 242.80,0.005
Sample029,Au 242.80,0.002
Columna #1,Au 242.80,0.133
Columna #2,Au 242.80,0.079
Columna #3,Au 242.80,0.045
Columna #4,Au 242.80,0.024
Columna #5,Au 242.80,0.012
