Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.157
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.158
Celda # 11-A,Au 242.80,0.043
Celda # 11-B,Au 242.80,0.023
Celda # 11-C,Au 242.80,0.02
Celda # 6-F2,Au 242.80,0.086
Celda #5-9,Au 242.80,0.117
Celda #(F1+F2),Au 242.80,0.169
NE Tubo 1,Au 242.80,0.142
NE Tubo 2,Au 242.80,0.146
NE Tubo 4,Au 242.80,0.025
NE Tubo 5,Au 242.80,0.017
NE Tubo 6,Au 242.80,0.03
NE Tubo 7,Au 242.80,0.008
Puntual Noroeste,Au 242.80,0.041
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.045
Especial 1,Au 242.80,0.612
Especial 2,Au 242.80,0.1
Especial 3,Au 242.80,0.019
Especial 4,Au 242.80,0.015
Especial 5,Au 242.80,0.505
Barren 2,Au 242.80,0.011
