Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.835
Comp. Cola Columna,Cu 324.75,1.933
Barren,Cu 324.75,1.940
Cabeza puntual retorno,Cu 324.75,1.728
Celda # 11-A,Cu 324.75,3.768
Celda # 11-B,Cu 324.75,20.38
Celda # 11-C,Cu 324.75,13.37
Celda # 6-F2,Cu 324.75,0.487
Celda #5-9,Cu 324.75,-0.022
Celda #5-9,Cu 324.75,0.016
Celda #(F1+F2),Cu 324.75,0.868
NE Tubo 1,Cu 324.75,11.16
NE Tubo 2,Cu 324.75,0.448
NE Tubo 4,Cu 324.75,0.671
NE Tubo 5,Cu 324.75,0.185
NE Tubo 6,Cu 324.75,0.521
NE Tubo 7,Cu 324.75,0.986
Puntual Noroeste,Cu 324.75,0.798
Barren Patios,Cu 324.75,1.874
Tubo 3,Cu 324.75,1.186
Especial 1,Cu 324.75,0.045
Especial 2,Cu 324.75,0.023
Especial 3,Cu 324.75,0.064
Especial 4,Cu 324.75,0.160
Especial 5,Cu 324.75,0.017
Especial 6,Cu 324.75,0.067
Especial 6,Cu 324.75,0.021
Sample026,Cu 324.75,3.387
Sample027,Cu 324.75,19.25
Sample028,Cu 324.75,11.87
Sample029,Au 242.80,0.165
Sample030,Au 242.80,0.157
Sample031,Au 242.80,0.169
Sample032,Au 242.80,0.016
Sample033,Au 242.80,0.009
Sample034,Au 242.80,0.132
Sample035,Au 242.80,0.262
Sample036,Au 242.80,0.253
Sample037,Au 242.80,0.249
