Analista,JGS,,,,,,,,,
Fecha de inicio,17/07/2022 03:55,,,,,,,,,
Hoja de trabajo,Ec000094-re_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
Au,PATRON,0.4861,,mg/L,4.1,0.0117,-0.0148,0.0116,0.0113,0.0122
Au,BLANCO,0.0079,,mg/L,>100,0.0002,-0.0114,0,-0.0002,0.0007
Au,BLANCO REACTIVO,0,,mg/L,81,-0.0005,-0.016,0,-0.0007,-0.0008
Au,EC000060-097,0.1539,,mg/L,3,0.0161,-0.0172,0.0159,0.0166,0.0157
Au,EC000075-001,0.5717,,mg/L,1.7,0.0654,-0.0141,0.0648,0.0666,0.0647
Au,EC000075-003,0.4919,,mg/L,0.2,0.0554,-0.0205,0.0553,0.0554,0.0555
Au,EC000075-004,0.5059,,mg/L,2.4,0.0571,-0.0167,0.0577,0.0555,0.0582
Au,EC000075-005,0.4691,,mg/L,3.5,0.0526,-0.0186,0.0517,0.0514,0.0547
Au,EC000075-006,0.4921,,mg/L,2.5,0.0554,-0.0163,0.0559,0.0564,0.0539
Au,EC000075-007,0.4096,,mg/L,0.5,0.0453,-0.0209,0.0455,0.0451,0.0454
Au,EC000075-022,0.3031,,mg/L,5.7,0.0328,-0.0185,0.0343,0.0333,0.0307
Au,EC000075-023,0.4058,,mg/L,0.8,0.0449,-0.0201,0.0453,0.0446,0.0448
Au,EC000075-024,-0.0001,,mg/L,>100,0,-0.0199,0.0007,0.0002,-0.0009
Au,PATRON,0.4847,,mg/L,8.2,0.0116,0.0041,0.0126,0.0108,0.0113
Au,BLANCO,-0.0105,,mg/L,>100,-0.0002,0.0085,0.0002,-0.0005,-0.0004
Au,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0085,-0.0006,-0.0002,0.0006
Au,EC000075-025,0.5064,,mg/L,1.9,0.0557,0.0019,0.0569,0.0552,0.055
Au,EC000075-026,0.524,,mg/L,0.9,0.0578,-0.0001,0.0583,0.0579,0.0573
Au,EC000075-027,0.5277,,mg/L,1.2,0.0583,0.0028,0.0575,0.0587,0.0586
Au,EC000075-028,0.634,,mg/L,3.4,0.0711,0.0021,0.0684,0.0723,0.0727
Au,EC000075-036,0.4721,,mg/L,4,0.0517,0.0017,0.0498,0.0539,0.0513
Au,EC000075-038,0.5469,,mg/L,0.4,0.0606,0.0041,0.0608,0.0603,0.0606
Au,EC000075-039,0.2424,,mg/L,2.5,0.0255,0.0043,0.0254,0.0261,0.0249
Au,EC000075-040,0.2145,,mg/L,4.6,0.0224,0.0017,0.0214,0.0224,0.0235
Au,EC000075-041,0.5255,,mg/L,1.9,0.058,0.0002,0.0587,0.0585,0.0568
Au,EC000075-042,0.3242,,mg/L,2.8,0.0346,0.0004,0.0353,0.0349,0.0335
Au,PATRON,0.5003,,mg/L,6.1,0.012,0.0045,0.0119,0.0113,0.0128
Au,BLANCO,0.0112,,mg/L,>100,0.0003,0.0001,-0.0003,0.0007,0.0004
Au,BLANCO REACTIVO,0,,mg/L,51.7,0.0007,0.0093,0.0006,0.0012,0.0005
Au,EC000075-043,0.138,,mg/L,4.1,0.0142,0.0025,0.0139,0.0139,0.0149
Au,EC000079-001,1.0095,,mg/L,0.6,0.1185,0.0046,0.1186,0.1177,0.1191
Au,EC000079-002,0.1641,,mg/L,2.9,0.017,0.0111,0.0172,0.0174,0.0164
Au,EC000079-003,0.2649,,mg/L,3.6,0.028,0.0043,0.0284,0.0268,0.0287
Au,EC000079-005,0.1528,,mg/L,2.8,0.0158,0.0034,0.0162,0.0153,0.0159
Au,EC000079-006,0.1515,,mg/L,6.7,0.0157,0.0065,0.015,0.0151,0.0169
Au,EC000080-018,0.0752,,mg/L,4.1,0.0077,0.0073,0.0074,0.0075,0.008
Au,EC000080-020,0.1391,,mg/L,4.8,0.0143,0.0059,0.0149,0.0136,0.0145
Au,EC000080-021,0.8886,,mg/L,1.2,0.103,0.0048,0.1028,0.1019,0.1043
Au,EC000080-022,0.2126,,mg/L,0.8,0.0222,0.0103,0.0222,0.0224,0.0221
Au,PATRON,0.4786,,mg/L,2.1,0.0114,0.0089,0.0114,0.0117,0.0112
Au,BLANCO,-0.0073,,mg/L,>100,-0.0002,0.0078,-0.0005,0.0001,-0.0001
Au,BLANCO REACTIVO,0,,mg/L,55,0.0006,0.0128,0.0009,0.0005,0.0003
Au,EC000080-023,0.1952,,mg/L,2.5,0.0203,0.0084,0.0209,0.02,0.0201
Au,EC000080-024,0.16,,mg/L,3.3,0.0166,0.009,0.0162,0.0163,0.0172
Au,EC000080-025,0.1998,,mg/L,4.4,0.0208,0.0096,0.0213,0.0215,0.0198
Au,EC000080-055,0.1709,,mg/L,3.2,0.0177,0.009,0.0173,0.0175,0.0184
Au,EC000080-056,0.0028,,mg/L,28.3,0.0003,0.0107,0.0003,0.0002,0.0004
Au,EC000080-057,0.1957,,mg/L,3,0.0204,0.0108,0.0207,0.0207,0.0197
Au,PATRON,0.4797,,mg/L,3,0.0115,0.0114,0.0118,0.0112,0.0114
Au,BLANCO,-0.0035,,mg/L,>100,-0.0001,0.0084,0,0.0004,-0.0007
Au,BLANCO REACTIVO,0,,mg/L,>100,0.0003,0.009,0.0005,0.0007,-0.0003
