Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.921
Comp. Cola Columna,Cu 324.75,0.902
Barren,Cu 324.75,0.858
Cabeza puntual retorno,Cu 324.75,0.899
Celda # 11-A,Cu 324.75,0.133
Celda # 11-B,Cu 324.75,0.096
Celda # 11-C,Cu 324.75,0.619
Celda #5-9,Cu 324.75,0.073
Celda #(F1+F2),Cu 324.75,0.88
NE Tubo 1,Cu 324.75,0.065
NE Tubo 2,Cu 324.75,0.143
NE Tubo 4,Cu 324.75,1.327
NE Tubo 5,Cu 324.75,0.69
NE Tubo 6,Cu 324.75,0.122
NE Tubo 7,Cu 324.75,2.741
Puntual Noroeste,Cu 324.75,0.925
Barren Patios,Cu 324.75,0.773
Tubo 3,Cu 324.75,0.298
Especial 1,Cu 324.75,0.105
Especial 2,Cu 324.75,0.086
Especial 3,Cu 324.75,0.139
Especial 4,Cu 324.75,0.266
Especial 5,Cu 324.75,0.102
Especial 6,Cu 324.75,0.084
Columna #1,Cu 324.75,0.892
Columna #2,Cu 324.75,0.87
Columna #3,Cu 324.75,0.863
Columna #4,Cu 324.75,0.81
Columna #5,Cu 324.75,0.804
