Sample ID,Analyte Name,Reported Conc (Samp)
SA-200-24,Fe,0.634
SA-201-24,Fe,0.126
SA-202-24,Fe,0.106
SA-203-24,Fe,0.045
SA-200-24,Cd,0.111
SA-201-24,Cd,0.099
SA-202-24,Cd,0.104
SA-203-24,Cd,0.095
SA-200-24,Pb,0.048
SA-201-24,Pb,0.024
SA-202-24,Pb,0.009
SA-203-24,Pb,0.01
SA-200-24,Cu,31.72
SA-201-24,Cu,30.85
SA-202-24,Cu,31.47
SA-203-24,Cu,35.62
