Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.058
Columna #2,Au 242.80,0.042
Columna #3,Au 242.80,0.033
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.005
Comp. Cabeza Columna,Au 242.80,0.059
Cabeza puntual retorno,Au 242.80,0.064
Celda # 11-A,Au 242.80,0.064
Celda # 11-C,Au 242.80,0.063
Celda #5-9,Au 242.80,0.129
Celda #(F1+F2),Au 242.80,0.062
NE Tubo 2,Au 242.80,0.089
Puntual Noroeste,Au 242.80,0.056
Tubo 3,Au 242.80,0.038
Especial 1,Au 242.80,0.188
Especial 2,Au 242.80,0.098
Especial 5,Au 242.80,0.095
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.009
NE Tubo 1,Au 242.80,0.015
NE Tubo 4,Au 242.80,0.089
NE Tubo 5,Au 242.80,0.056
NE Tubo 6,Au 242.80,0.046
NE Tubo 7,Au 242.80,0.029
Barren Patios,Au 242.80,0.014
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.036
