Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.992
Comp. Cola Columna,Cu 324.75,0.94
Barren,Cu 324.75,1.106
Cabeza puntual retorno,Cu 324.75,0.991
Columna #1,Cu 324.75,0.873
Columna #2,Cu 324.75,0.835
Columna #3,Cu 324.75,0.785
Columna #4,Cu 324.75,0.753
Columna #5,Cu 324.75,0.684
Celda # 11-A,Cu 324.75,0.084
Celda # 11-B,Cu 324.75,0.075
Celda # 11-C,Cu 324.75,0.052
Celda #5-9,Cu 324.75,0.013
Celda #(F1+F2),Cu 324.75,0.983
NE Tubo 1,Cu 324.75,2.163
NE Tubo 2,Cu 324.75,0.098
NE Tubo 4,Cu 324.75,0.022
NE Tubo 5,Cu 324.75,0.03
NE Tubo 6,Cu 324.75,0.001
NE Tubo 7,Cu 324.75,3.941
Puntual Noroeste,Cu 324.75,1.151
Barren Patios,Cu 324.75,0.827
Tubo 3,Cu 324.75,0.689
Especial 1,Cu 324.75,0.062
Especial 2,Cu 324.75,0.053
Especial 3,Cu 324.75,0.062
Especial 4,Cu 324.75,0.084
Especial 5,Cu 324.75,0.043
