Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,3.104
Columna #2,Cu 324.75,3.059
Columna #3,Cu 324.75,3.054
Columna #4,Cu 324.75,3.060
Columna #5,Cu 324.75,3.114
Comp. Cabeza Columna,Cu 324.75,2.789
Comp. Cola Columna,Cu 324.75,3.093
Barren,Cu 324.75,2.982
Cabeza puntual retorno,Cu 324.75,2.850
Celda # 11-A,Cu 324.75,0.707
Celda # 11-B,Cu 324.75,0.034
Celda # 11-C,Cu 324.75,0.024
Celda #5-9,Cu 324.75,2.708
Celda #(F1+F2),Cu 324.75,3.203
NE Tubo 1,Cu 324.75,0.024
NE Tubo 2,Cu 324.75,0.088
NE Tubo 4,Cu 324.75,2.287
NE Tubo 5,Cu 324.75,13.00
NE Tubo 6,Cu 324.75,7.173
NE Tubo 7,Cu 324.75,1.299
Puntual Noroeste,Cu 324.75,3.105
Barren Patios,Cu 324.75,2.663
Tubo 3,Cu 324.75,2.419
Especial 1,Cu 324.75,0.266
Especial 2,Cu 324.75,0.012
Especial 3,Cu 324.75,1.159
Especial 4,Cu 324.75,3.807
Especial 5,Cu 324.75,0.254
