Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.110
Cabeza puntual retorno,Cu 324.75,1.046
Celda #(F1+F2),Cu 324.75,0.986
Puntual Noroeste,Cu 324.75,0.955
Tubo 3,Cu 324.75,1.566
Comp. Cola Columna,Cu 324.75,1.152
Barren,Cu 324.75,1.065
Celda # 11-A,Cu 324.75,0.099
Celda # 11-B,Cu 324.75,1.583
Celda # 11-C,Cu 324.75,0.257
Celda # 6-F2,Cu 324.75,3.084
Celda #5-9,Cu 324.75,1.768
NE Tubo 1,Cu 324.75,0.074
NE Tubo 2,Cu 324.75,0.046
NE Tubo 4,Cu 324.75,0.330
NE Tubo 5,Cu 324.75,0.029
NE Tubo 6,Cu 324.75,0.004
NE Tubo 7,Cu 324.75,1.614
Barren Patios,Cu 324.75,0.805
Especial 1,Cu 324.75,0.335
Especial 2,Cu 324.75,0.069
Especial 3,Cu 324.75,0.018
Especial 4,Cu 324.75,0.027
Especial 5,Cu 324.75,0.169
