Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.08
Comp. Cola Columna,Cu 324.75,0.698
Barren,Cu 324.75,0.7
Cabeza puntual retorno,Cu 324.75,1.132
Columna #1,Cu 324.75,1.269
Columna #2,Cu 324.75,1.575
Columna #3,Cu 324.75,1.51
Columna #4,Cu 324.75,1.332
Columna #5,Cu 324.75,1.159
Celda # 11-A,Cu 324.75,10.04
Celda # 11-B,Cu 324.75,0.325
Celda # 11-C,Cu 324.75,0.622
Celda #5-9,Cu 324.75,0.179
Celda #(F1+F2),Cu 324.75,1.078
NE Tubo 1,Cu 324.75,0.209
NE Tubo 2,Cu 324.75,1.71
NE Tubo 4,Cu 324.75,0.623
NE Tubo 5,Cu 324.75,0.338
NE Tubo 6,Cu 324.75,1.358
NE Tubo 7,Cu 324.75,0.74
Puntual Noroeste,Cu 324.75,1.043
Barren Patios,Cu 324.75,1.204
Tubo 3,Cu 324.75,1.463
Especial 1,Cu 324.75,0.483
Especial 2,Cu 324.75,0.25
Especial 3,Cu 324.75,1.23
Especial 4,Cu 324.75,2.697
Especial 5,Cu 324.75,0.258
