Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,4.468
Comp. Cola Columna,Cu 324.75,3.757
Barren,Cu 324.75,3.477
Cabeza puntual retorno,Cu 324.75,4.4
Columna #1,Cu 324.75,4.114
Columna #2,Cu 324.75,3.996
Columna #3,Cu 324.75,3.856
Columna #4,Cu 324.75,3.632
Columna #5,Cu 324.75,3.552
Celda # 11-A,Cu 324.75,0.312
Celda # 11-B,Cu 324.75,39.67
Celda # 11-C,Cu 324.75,34.55
Celda #5-9,Cu 324.75,0.301
Celda #(F1+F2),Cu 324.75,1.734
NE Tubo 1,Cu 324.75,28.31
NE Tubo 2,Cu 324.75,0.772
NE Tubo 4,Cu 324.75,0.692
NE Tubo 5,Cu 324.75,0.268
NE Tubo 6,Cu 324.75,0.209
NE Tubo 7,Cu 324.75,1.744
Puntual Noroeste,Cu 324.75,1.053
Barren Patios,Cu 324.75,-2
Tubo 3,Cu 324.75,1.524
Especial 1,Cu 324.75,0.062
Especial 2,Cu 324.76,0.042
Especial 3,Cu 324.77,0.105
Especial 4,Cu 324.78,0.134
Especial 5,Cu 324.79,0.078
