Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.708
Comp. Cola Columna,Cu 324.75,0.362
Barren,Cu 324.75,0.357
Cabeza puntual retorno,Cu 324.75,0.681
Celda # 11-A,Cu 324.75,0.118
Celda # 11-B,Cu 324.75,0.043
Celda # 11-C,Cu 324.75,0.03
Celda #5-9,Cu 324.75,0.022
Celda #(F1+F2),Cu 324.75,0.695
NE Tubo 2,Cu 324.75,0.257
NE Tubo 4,Cu 324.75,0.628
NE Tubo 5,Cu 324.75,0.125
NE Tubo 6,Cu 324.75,0.289
NE Tubo 7,Cu 324.75,0.379
Puntual Noroeste,Cu 324.75,0.708
Barren Patios,Cu 324.75,0.402
Tubo 3,Cu 324.75,1.091
Especial 1,Cu 324.75,0.074
Especial 2,Cu 324.75,0.019
Especial 3,Cu 324.75,0.158
Especial 4,Cu 324.75,0.134
Especial 5,Cu 324.75,0.064
Columna #1,Cu 324.75,0.664
Columna #2,Cu 324.75,0.553
Columna #3,Cu 324.75,0.467
Columna #4,Cu 324.75,0.377
Columna #5,Cu 324.75,0.327
