Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.607
Cabeza puntual retorno,Cu 324.75,0.667
Celda #(F1+F2),Cu 324.75,0.689
Puntual Noroeste,Cu 324.75,0.206
Tubo 3,Cu 324.75,0.173
Comp. Cola Columna,Cu 324.75,0.572
Barren,Cu 324.75,0.698
Celda # 11-A,Cu 324.75,0.127
Celda # 11-B,Cu 324.75,0.154
Celda # 11-C,Cu 324.75,0.067
Celda #5-9,Cu 324.75,0.346
NE Tubo 1,Cu 324.75,0.025
NE Tubo 2,Cu 324.75,1.337
NE Tubo 4,Cu 324.75,0.039
NE Tubo 5,Cu 324.75,0.033
NE Tubo 6,Cu 324.75,0.018
NE Tubo 7,Cu 324.75,0.184
Barren Patios,Cu 324.75,0.685
Especial 1,Cu 324.75,0.050
Especial 2,Cu 324.75,0.034
Especial 3,Cu 324.75,0.082
Especial 4,Cu 324.75,0.081
Especial 5,Cu 324.75,0.097
Columna #1,Cu 324.75,0.619
Columna #2,Cu 324.75,0.604
Columna #3,Cu 324.75,0.612
Columna #4,Cu 324.75,0.631
Columna #5,Cu 324.75,0.624
