Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.719
Comp. Cola Columna,Cu 324.75,0.694
Barren,Cu 324.75,0.787
Cabeza puntual retorno,Cu 324.75,0.648
Celda # 11-A,Cu 324.75,0.133
Celda # 11-B,Cu 324.75,0.026
Celda # 11-C,Cu 324.75,0.105
Celda # 6-F2,Cu 324.75,0.037
Celda #5-9,Cu 324.75,0.423
Celda #(F1+F2),Cu 324.75,0.824
NE Tubo 1,Cu 324.75,0.047
NE Tubo 2,Cu 324.75,0.065
NE Tubo 4,Cu 324.75,0.056
NE Tubo 5,Cu 324.75,0.062
NE Tubo 6,Cu 324.75,0.372
NE Tubo 7,Cu 324.75,5.935
Puntual Noroeste,Cu 324.75,0.853
Barren Patios,Cu 324.75,0.722
Tubo 3,Cu 324.75,1.301
Especial 1,Cu 324.75,0.16
Especial 2,Cu 324.75,0.044
Especial 3,Cu 324.75,0.163
Especial 4,Cu 324.75,0.248
Especial 5,Cu 324.75,0.084
