Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.993
Comp. Cola Columna,Cu 324.75,0.732
Barren,Cu 324.75,0.746
Cabeza puntual retorno,Cu 324.75,0.96
Columna #1,Cu 324.75,0.879
Columna #2,Cu 324.75,0.86
Columna #3,Cu 324.75,0.862
Columna #4,Cu 324.75,0.865
Columna #5,Cu 324.75,0.833
Celda # 11-A,Cu 324.75,0.127
Celda # 11-B,Cu 324.75,0.063
Celda # 11-C,Cu 324.75,0.045
Celda #5-9,Cu 324.75,0.385
Celda #(F1+F2),Cu 324.75,1.351
NE Tubo 1,Cu 324.75,0.093
NE Tubo 2,Cu 324.75,0.112
NE Tubo 4,Cu 324.75,0.052
NE Tubo 5,Cu 324.75,1.46
NE Tubo 6,Cu 324.75,5.999
NE Tubo 7,Cu 324.75,3.372
Puntual Noroeste,Cu 324.75,1.362
Barren Patios,Cu 324.75,0.952
Tubo 3,Cu 324.75,0.88
Especial 1,Cu 324.75,0.148
Especial 2,Cu 324.75,0.04
Especial 3,Cu 324.75,0.19
Especial 4,Cu 324.75,0.176
Especial 5,Cu 324.75,0.122
