Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.181
Cabeza puntual retorno,Au 242.80,0.184
Celda # 11-A,Au 242.80,0.175
Celda # 11-B,Au 242.80,0.253
Celda # 11-C,Au 242.80,0.278
Celda #(F1+F2),Au 242.80,0.157
NE Tubo 1,Au 242.80,0.130
NE Tubo 2,Au 242.80,0.097
NE Tubo 4,Au 242.80,0.211
NE Tubo 5,Au 242.80,0.209
NE Tubo 6,Au 242.80,0.096
NE Tubo 7,Au 242.80,0.285
Puntual Noroeste,Au 242.80,0.163
Tubo 3,Au 242.80,0.143
Especial 1,Au 242.80,0.051
Especial 2,Au 242.80,0.028
Especial 3,Au 242.80,0.022
Especial 4,Au 242.80,0.020
Especial 5,Au 242.80,0.015
Comp. Cola Columna,Au 242.80,0.031
Barren,Au 242.80,0.034
Celda #5-9,Au 242.80,0.013
Barren Patios,Au 242.80,0.037
Columna #1,Au 242.80,0.141
Columna #2,Au 242.80,0.105
Columna #3,Au 242.80,0.076
Columna #4,Au 242.80,0.060
Columna #5,Au 242.80,0.032
