Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.078
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.006
Cabeza puntual retorno,Au 242.80,0.074
Columna #1,Au 242.80,0.067
Columna #2,Au 242.80,0.06
Columna #3,Au 242.80,0.031
Columna #4,Au 242.80,0.026
Columna #5,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.021
Celda # 11-B,Au 242.80,0.021
Celda # 11-C,Au 242.80,0.22
Celda #5-9,Au 242.80,0.181
Celda #(F1+F2),Au 242.80,0.069
NE Tubo 1,Au 242.80,0.219
NE Tubo 2,Au 242.80,0.088
NE Tubo 4,Au 242.80,0.021
NE Tubo 5,Au 242.80,0.017
NE Tubo 6,Au 242.80,0.036
NE Tubo 7,Au 242.80,0.02
Puntual Noroeste,Au 242.80,0.074
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.072
Especial 1,Au 242.80,0.119
Especial 2,Au 242.80,0.117
Especial 3,Au 242.80,0.004
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.107
