Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.132
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.129
Columna #1,Au 242.80,0.075
Columna #2,Au 242.80,0.056
Columna #3,Au 242.80,0.02
Columna #4,Au 242.80,0.022
Columna #5,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.032
Celda # 11-B,Au 242.80,0.017
Celda # 11-C,Au 242.80,0.017
Celda #5-9,Au 242.80,0.015
Celda #(F1+F2),Au 242.80,0.141
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.097
NE Tubo 4,Au 242.80,0.105
NE Tubo 5,Au 242.80,0.046
NE Tubo 6,Au 242.80,0.064
NE Tubo 7,Au 242.80,0.14
Puntual Noroeste,Au 242.80,0.133
Tubo 3,Au 242.80,0.201
Especial 1,Au 242.80,0.09
Especial 2,Au 242.81,0.045
Especial 3,Au 242.82,0.097
Especial 4,Au 242.83,0.08
Especial 5,Au 242.84,0.031
