Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.268
Columna #2,Cu 324.75,0.281
Columna #3,Cu 324.75,0.287
Columna #4,Cu 324.75,0.292
Columna #5,Cu 324.75,0.301
Comp. Cabeza Columna,Cu 324.75,0.260
Comp. Cola Columna,Cu 324.75,0.398
Barren,Cu 324.75,0.289
Cabeza puntual retorno,Cu 324.75,0.237
Celda # 11-A,Cu 324.75,0.056
Celda # 11-B,Cu 324.75,0.020
Celda # 11-C,Cu 324.75,0.154
Celda #5-9,Cu 324.75,2.252
Celda #(F1+F2),Cu 324.75,0.211
NE Tubo 1,Cu 324.75,0.045
NE Tubo 2,Cu 324.75,0.134
NE Tubo 4,Cu 324.75,0.106
NE Tubo 5,Cu 324.75,0.073
NE Tubo 6,Cu 324.75,0.144
NE Tubo 7,Cu 324.75,0.149
Puntual Noroeste,Cu 324.75,0.138
Barren Patios,Cu 324.75,0.312
Tubo 3,Cu 324.75,0.213
Especial 1,Cu 324.75,0.056
Especial 2,Cu 324.75,0.053
Especial 3,Cu 324.75,0.091
Especial 4,Cu 324.75,0.123
Especial 5,Cu 324.75,0.127
