Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.149
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.155
Celda # 11-A,Au 242.80,0.049
Celda # 11-B,Au 242.80,0.102
Celda # 11-C,Au 242.80,0.082
Celda # 6-F2,Au 242.80,0.062
Celda #5-9,Au 242.80,0.063
Celda #(F1+F2),Au 242.80,0.159
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.127
NE Tubo 4,Au 242.80,0.108
NE Tubo 5,Au 242.80,0.107
NE Tubo 6,Au 242.80,0.11
NE Tubo 7,Au 242.80,0.298
Puntual Noroeste,Au 242.80,0.159
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.156
Especial 1,Au 242.80,0.072
Especial 2,Au 242.80,0.078
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.01
Especial 5,Au 242.80,0.054
