Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.529
Cabeza puntual retorno,Cu 324.75,1.524
Celda #(F1+F2),Cu 324.75,1.805
Puntual Noroeste,Cu 324.75,0.904
Tubo 3,Cu 324.75,0.064
Comp. Cola Columna,Cu 324.75,0.920
Barren,Cu 324.75,0.877
Celda # 11-A,Cu 324.75,0.071
Celda # 11-B,Cu 324.75,1.728
Celda # 11-C,Cu 324.75,0.093
Celda # 6-F2,Cu 324.75,3.934
Celda #5-9,Cu 324.75,0.063
NE Tubo 1,Cu 324.75,92.56
NE Tubo 2,Cu 324.75,1.330
NE Tubo 4,Cu 324.75,0.036
NE Tubo 5,Cu 324.75,0.022
NE Tubo 6,Cu 324.75,0.024
NE Tubo 7,Cu 324.75,0.214
Barren Patios,Cu 324.75,0.866
Especial 1,Cu 324.75,0.065
Especial 2,Cu 324.75,0.034
Especial 3,Cu 324.75,0.104
Especial 4,Cu 324.75,0.085
Especial 5,Cu 324.75,0.060
