Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.12
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.116
Celda # 11-A,Au 242.80,0.047
Celda # 11-B,Au 242.80,0.027
Celda # 11-C,Au 242.80,0.005
Celda #5-9,Au 242.80,0.015
Celda #(F1+F2),Au 242.80,0.125
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.102
NE Tubo 4,Au 242.80,0.071
NE Tubo 5,Au 242.80,0.035
NE Tubo 6,Au 242.80,0.06
NE Tubo 7,Au 242.80,0.13
Puntual Noroeste,Au 242.80,0.121
Barren Patios,Au 242.80,0.003
Tubo 3,Au 242.80,0.191
Especial 1,Au 242.80,0.106
Especial 2,Au 242.80,0.037
Especial 3,Au 242.80,0.132
Especial 4,Au 242.80,0.133
Especial 5,Au 242.80,0.027
Columna #1,Au 242.80,0.067
Columna #2,Au 242.80,0.035
Columna #3,Au 242.80,0.021
Columna #4,Au 242.80,0.013
Columna #5,Au 242.80,0.01
