Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,11.12
Comp. Cola Columna,Cu 324.75,9.938
Barren,Cu 324.75,7.935
Cabeza puntual retorno,Cu 324.75,9.496
Celda # 11-A,Cu 324.75,9.142
Celda # 11-B,Cu 324.75,90.99
Celda # 11-C,Cu 324.75,59.65
Celda # 6-F2,Cu 324.75,17.96
Celda #5-9,Cu 324.75,8.281
Celda #(F1+F2),Cu 324.75,0.594
NE Tubo 1,Cu 324.75,35.64
NE Tubo 2,Cu 324.75,0.313
NE Tubo 4,Cu 324.75,0.729
NE Tubo 5,Cu 324.75,0.379
NE Tubo 6,Cu 324.75,0.185
NE Tubo 7,Cu 324.75,0.869
Puntual Noroeste,Cu 324.75,0.586
Tubo 3,Cu 324.75,1.042
Especial 1,Cu 324.75,0.659
Especial 2,Cu 324.75,0.02
Especial 3,Cu 324.75,3.081
Especial 4,Cu 324.75,2.867
Especial 5,Cu 324.75,3.112
Especial 6,Cu 324.75,1.665
