Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.574
Comp. Cola Columna,Cu 324.75,0.674
Barren,Cu 324.75,0.648
Cabeza puntual retorno,Cu 324.75,0.515
Celda # 11-A,Cu 324.75,0.121
Celda # 11-B,Cu 324.75,0.1
Celda # 11-C,Cu 324.75,0.102
Celda # 6-F2,Cu 324.75,1.841
Celda #5-9,Cu 324.75,0.088
Celda #(F1+F2),Cu 324.75,0.675
NE Tubo 1,Cu 324.75,0.032
NE Tubo 2,Cu 324.75,0.417
NE Tubo 4,Cu 324.75,0.06
NE Tubo 5,Cu 324.75,0.027
NE Tubo 6,Cu 324.75,0.041
NE Tubo 7,Cu 324.75,0.095
Puntual Noroeste,Cu 324.75,0.196
Barren Patios,Cu 324.75,0.468
Tubo 3,Cu 324.75,0.414
Especial 1,Cu 324.75,0.063
Especial 2,Cu 324.75,0.059
Especial 3,Cu 324.75,0.159
Especial 4,Cu 324.75,0.112
Especial 5,Cu 324.75,0.133
