Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.333
Comp. Cola Columna,Cu 324.75,2.517
Barren,Cu 324.75,2.568
Cabeza puntual retorno,Cu 324.75,2.313
Celda # 11-A,Cu 324.75,0.287
Celda # 11-B,Cu 324.75,0.06
Celda # 11-C,Cu 324.75,0.787
Celda # 6-F2,Cu 324.75,0.033
Celda #5-9,Cu 324.75,0.168
Celda #(F1+F2),Cu 324.75,2.424
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.045
NE Tubo 4,Cu 324.75,1.514
NE Tubo 5,Cu 324.75,1.642
NE Tubo 6,Cu 324.75,0.159
NE Tubo 7,Cu 324.75,7.419
Puntual Noroeste,Cu 324.75,2.397
Barren Patios,Cu 324.75,2.372
Tubo 3,Cu 324.75,0.389
Especial 1,Cu 324.75,0.117
Especial 2,Cu 324.75,0.083
Especial 3,Cu 324.75,0.195
Especial 4,Cu 324.75,0.606
Especial 5,Cu 324.75,0.093
