Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.617
Comp. Cola Columna,Cu 324.75,1.517
Barren,Cu 324.75,1.733
Cabeza puntual retorno,Cu 324.75,1.636
Celda # 11-A,Cu 324.75,4.527
Celda # 11-B,Cu 324.75,1.192
Celda # 11-C,Cu 324.75,0.386
Celda # 6-F2,Cu 324.75,0.302
Celda #5-9,Cu 324.75,2.055
Celda #(F1+F2),Cu 324.75,1.598
NE Tubo 1,Cu 324.75,0.044
NE Tubo 2,Cu 324.75,1.730
NE Tubo 4,Cu 324.75,3.018
NE Tubo 5,Cu 324.75,2.648
NE Tubo 6,Cu 324.75,1.247
NE Tubo 7,Cu 324.75,1.197
Puntual Noroeste,Cu 324.75,1.619
Barren Patios,Cu 324.75,1.644
Tubo 3,Cu 324.75,0.421
Especial 1,Cu 324.75,0.296
Especial 2,Cu 324.75,0.065
Especial 3,Cu 324.75,0.935
Especial 4,Cu 324.75,0.545
Especial 5,Cu 324.75,0.110
