Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.267
Cabeza puntual retorno,Cu 324.75,0.230
Celda #(F1+F2),Cu 324.75,0.278
Puntual Noroeste,Cu 324.75,0.300
Tubo 3,Cu 324.75,0.354
Comp. Cola Columna,Cu 324.75,0.281
Barren,Cu 324.75,0.329
Celda # 11-A,Cu 324.75,0.048
Celda # 11-B,Cu 324.75,0.059
Celda # 11-C,Cu 324.75,0.105
Celda # 6-F2,Cu 324.75,0.289
Celda #5-9,Cu 324.75,0.201
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.047
NE Tubo 4,Cu 324.75,0.090
NE Tubo 5,Cu 324.75,0.067
NE Tubo 6,Cu 324.75,0.040
NE Tubo 7,Cu 324.75,1.124
Barren Patios,Cu 324.75,0.281
Especial 1,Cu 324.75,0.031
Especial 2,Cu 324.75,0.017
Especial 3,Cu 324.75,0.183
Especial 4,Cu 324.75,0.182
Especial 5,Cu 324.75,0.061
